"","farm","name","area","type","date_planting","dist_inter_rang","dist_inter_plant","lat","lon"
"373",11,"CORRIGNIERS  AK  0036",0.37,3,NA,1,1.15,49.153973,4.079386
"374",11,"MOUTHIONS",0.26,3,NA,1,1.15,49.156744,4.062434
"375",11,"CHEMIN D'AMIS",0.12,3,NA,1,1.15,49.153973,4.079386
"376",11,"NOUES 386",0.0685,3,NA,1,1.15,49.156744,4.062434
"377",11,"NOUES",0.22,3,NA,1,1.15,49.156744,4.062434
"378",11,"NOUES",0.24,3,NA,1,1.15,49.156744,4.062434
"379",11,"Verbonnette jeune",0.72,1,NA,1,1.15,49.153973,4.079386
"380",11,"Verbonnette vieille",1,1,NA,1,1.15,49.153973,4.079386
"381",12,"Grands Corigniers",0.6188,1,NA,1,1.15,49.153973,4.079386
"382",12,"Moyens Corigniers",0.3481,3,NA,1,1.15,49.153973,4.079386
"383",12,"Petits Corigniers",0.2082,1,NA,1,1.15,49.153973,4.079386
"384",12,"Bas Belais",0.1817,1,NA,1,1.15,49.153973,4.079386
"385",12,"Coutures/Moulins",0.6014,1,NA,1,1.15,49.153973,4.079386
"386",12,"Grands Moulins",0.8097,2,NA,1,1.15,49.153973,4.079386
"387",12,"Trésorières  X  0175 (2014)",0.5,1,NA,1,1.15,49.21426,4.093792
"388",12,"Beaunes 50 ares  AH 0072",0.4935,1,NA,1,1.15,49.153973,4.079386
"389",12,"Corrigniers  AK  0036",0.52,1,NA,1,1.15,49.156744,4.062434
"390",12,"Beaunes Carré AH 0122 + 0123",0.7932,1,NA,1,1.15,49.153973,4.079386
"391",12,"Beaunes du Bout 1999  AH  0085",0.7499,1,NA,1,1.15,49.153973,4.079386
"392",12,"Coutures d'en Haut(vieille) A  1002",0.4116,1,NA,1,1.15,49.156744,4.062434
"393",13,"Beaunes Plateau  AH  OO54",0.3213,1,NA,1,1.15,49.153973,4.079386
"394",13,"Houssets  A  0500",0.6697,1,NA,1,1.15,49.156744,4.062434
"395",13,"Coutures d'en Haut(pinots) A 0545 (02)",0.386,3,NA,1,1.15,49.156744,4.062434
"396",13,"Dessus la Ville  B  1367",0.7,1,NA,1,1.15,49.156744,4.062434
"397",13,"Coutures d'en Bas  A  0545",0.2854,1,NA,1,1.15,49.156744,4.062434
"398",13,"Verbonnettes  AC  0324",0.45,1,NA,1,1.15,49.156744,4.062434
"399",13,"Beaunes du Bout 1993  AH  0086",0.3,1,NA,1,1.15,49.153973,4.079386
"400",13,"Coutures d'en Haut(jeune) A   1005",0.6861,1,NA,1,1.15,49.156744,4.062434
"401",13,"Beaunes 15 routes  AH 0034",0.1222,1,NA,1,1.15,49.153973,4.079386
"402",14,"Trésorières  X0176+0178+0179   (2011)",0.5,1,NA,1,1.15,49.21426,4.093792
"403",14,"Clos Yons   (pinots)  C  0798",0.3109,3,NA,1,1.15,49.156744,4.062434
"404",14,"Pissottes  B  0646",0.15,1,NA,1,1.15,49.156744,4.062434
"405",14,"Driffours  B  0646",0.1745,1,NA,1,1.15,49.156744,4.062434
"406",14,"Pruches d'en Bas (chard.) B  0857",0.2873,2,NA,1,1.15,49.156744,4.062434
"407",14,"Trésorières  X0176+0178+0179   (2007)",1.2666,1,NA,1,1.15,49.21426,4.093792
"408",1,"HAIE DU PRE",0.0897,1,NA,1,1.15,49.156744,4.062434
"409",1,"HAIE DU PRE",0.1484,1,NA,1,1.15,49.156744,4.062434
"410",1,"MALADRERIE (jeune vigne)",0.1734,1,NA,1,1.15,49.156744,4.062434
"411",1,"NOUES",0.1,1,NA,1,1.15,49.156744,4.062434
"412",1,"CROTELETS",0.0339,1,NA,1,1.15,49.156744,4.062434
"413",1,"COUTURES",0.1625,1,NA,1,1.15,49.156744,4.062434
"414",1,"MALADRERIE (vieille vigne)",0.168,1,NA,1,1.15,49.156744,4.062434
"415",1,"NOUES",0.2586,1,NA,1,1.15,49.156744,4.062434
"416",1,"BEAUNES",0.169,1,NA,1,1.15,49.153973,4.079386
"417",1,"BEAUNES",0.3078,1,NA,1,1.15,49.153973,4.079386
"418",1,"CHAMP LUDET",0.149,1,NA,1,1.15,49.164237,4.048227
"419",1,"MOULINS",0.1594,1,NA,1,1.15,49.153973,4.079386
"420",1,"PECHERINES (jeune partie)",0.07,2,NA,1,1.15,49.156744,4.062434
"421",1,"PECHERINES (vieille partie)",0.2425,2,NA,1,1.15,49.156744,4.062434
"422",1,"HAIE DU PRE",0.09,3,NA,1,1.15,49.156744,4.062434
"423",1,"CARRIERES",0.2071,3,NA,1,1.15,49.156744,4.062434
"424",1,"CARRIERES",0.2228,3,NA,1,1.15,49.156744,4.062434
"425",1,"CROTELETS",0.2365,3,NA,1,1.15,49.156744,4.062434
"426",1,"NOUES",0.101,3,NA,1,1.15,49.156744,4.062434
"427",2,"LES AMI LES CHAMPS",0.1658,1,NA,1,1.15,49.156744,4.062434
"428",2,"LES PRUCHES",0.1251,1,NA,1,1.15,49.156744,4.062434
"429",2,"LES AGNEAUX",0.2697,1,NA,1,1.15,49.156744,4.062434
"430",2,"LES NOUES",0.22,1,NA,1,1.15,49.156744,4.062434
"431",2,"LES CARISETS",0.1549,1,NA,1,1.15,49.156744,4.062434
"432",2,"DESSUS LA VILLE",0.7423,1,NA,1,1.15,49.156744,4.062434
"433",2,"LES GRANDES CRIERES",0.0767,2,NA,1,1.15,49.156744,4.062434
"434",2,"LE HAUT BELAI",0.2154,2,NA,1,1.15,49.156744,4.062434
"435",2,"LES HAIES DU PRE",0.024,2,NA,1,1.15,49.156744,4.062434
"436",2,"LES RUELLES",0.201,2,NA,1,1.15,49.156744,4.062434
"437",2,"LE HAUT BELAI",0.2164,3,NA,1,1.15,49.156744,4.062434
"438",2,"LES CHAMPS BAYARD",0.0467,3,NA,1,1.15,49.156744,4.062434
"439",3,"LA MALADRERIE",0.1307,3,NA,1,1.15,49.156744,4.062434
"440",3,"Les Amis les Champs",0.084,1,NA,1,1.15,49.156744,4.062434
"441",3,"La Maladrerie (Matu)",0.2103,1,NA,1,1.15,49.156744,4.062434
"442",3,"Les Pruches d'en Haut",0.1232,1,NA,1,1.15,49.156744,4.062434
"443",3,"Les Sabinettes",0.119,1,NA,1,1.15,49.156744,4.062434
"444",3,"La Grande Crière",0.0587,1,NA,1,1.15,49.156744,4.062434
"445",3,"Les Noues",0.073,1,NA,1,1.15,49.156744,4.062434
"446",3,"La Maladrerie ",0.1917,1,NA,1,1.15,49.156744,4.062434
"447",3,"Les Bassignons",0.1032,2,NA,1,1.15,49.156744,4.062434
"448",3,"Les Sabinettes",0.0642,1,NA,1,1.15,49.156744,4.062434
"449",3,"Les Beaunes  (Matu)",0.1971,3,NA,1,1.15,49.153973,4.079386
"450",3,"Les Noues",0.094,3,NA,1,1.15,49.156744,4.062434
"451",4,"BROUILLET Meuniuer",0.3,1,NA,1,1.15,49.2261584,3.8197782
"452",5,"BROUILLET Pinot",0.2761,3,NA,1,1.15,49.2261584,3.8197782
"453",5,"GD MÈRE",0.1527,3,NA,1,1.15,49.2261584,3.8197782
"454",5,"GD MÈRE MARCEL",0.1421,3,NA,1,1.15,49.2261584,3.8197782
"455",5,"WALIN PLT1",0.7033,1,NA,1,1.15,49.2261584,3.8197782
"456",5,"WALIN PINOT",0.3,3,NA,1,1.15,49.2261584,3.8197782
"457",5,"WALIN ht vielle",0.3,1,NA,1,1.15,49.2261584,3.8197782
"458",5,"WALIN GD",1.07,1,NA,1,1.15,49.2261584,3.8197782
"459",5,"QUAI PLANTES",0.35,1,NA,1,1.15,49.2261584,3.8197782
"460",5,"BAS RUISSEAU2009",0.32,1,NA,1,1.15,49.2261584,3.8197782
"461",5,"RUISSEAU MEUNIER2007",0.3,1,NA,1,1.15,49.2261584,3.8197782
"462",5,"RUISSEAU  MEUNIER2002",0.275,1,NA,1,1.15,49.2261584,3.8197782
"463",5,"RUISSEAU  PINOT",8e-04,3,NA,1,1.15,49.2261584,3.8197782
"464",5,"RUISSEAU CHARD",0.0248,2,NA,1,1.15,49.2261584,3.8197782
"465",5,"RUISSEAU FOND",0.38,1,NA,1,1.15,49.2261584,3.8197782
"466",6,"COUTURES 1985",0.5473,1,NA,1,1.15,49.156744,4.062434
"467",6,"COUTURES PETITES 1987",0.1654,1,NA,1,1.15,49.156744,4.062434
"468",6,"DESSOUS LE MONT 1968",0.1164,1,NA,1,1.15,49.156744,4.062434
"469",6,"MOULINS plt 1993",0.0694,1,NA,1,1.15,49.156744,4.062434
"470",6,"MOULINS vx 1967",0.128,1,NA,1,1.15,49.156744,4.062434
"471",6,"NOUES GD 1972",0.2194,1,NA,1,1.15,49.156744,4.062434
"472",6,"BASSEIGNANTS 2013",0.1942,2,NA,1,1.15,49.156744,4.062434
"473",6,"BEAUX REGARDS B 1992",0.1059,2,NA,1,1.15,49.153973,4.079386
"474",6,"GROSSES PIERRES 2008",0.155,2,NA,1,1.15,49.153973,4.079386
"475",6,"HOCATS 2009",0.0815,2,NA,1,1.15,49.153973,4.079386
"476",6,"RUELLES 1997",0.0656,2,NA,1,1.15,49.156744,4.062434
"477",6,"TONNELLES Blancs 2011",0.22,2,NA,1,1.15,49.164237,4.048227
"478",6,"BEAUNES GD 1980",0.1215,3,NA,1,1.15,49.153973,4.079386
"479",6,"BEAUNES PT 1980",0.0795,3,NA,1,1.15,49.153973,4.079386
"480",6,"BEAUX REGARD N 1992",0.1,3,NA,1,1.15,49.153973,4.079386
"481",7,"HAUSSE CUISSE GD 1989",0.3995,3,NA,1,1.15,49.164237,4.048227
"482",7,"HAUSSE CUISSE PT 1974",0.0895,3,NA,1,1.15,49.164237,4.048227
"483",7,"HOUSSETS 1980",0.1755,3,NA,1,1.15,49.156744,4.062434
"484",7,"NOUES pt 1990",0.0903,3,NA,1,1.15,49.156744,4.062434
"485",7,"THERMES 1975",0.1028,3,NA,1,1.15,49.164237,4.048227
"486",8,"JEUNES BEAUNES",0.4666,1,NA,1,1.15,49.153973,4.079386
"487",8,"CORIGNIERS",0.6248,1,NA,1,1.15,49.153973,4.079386
"488",8,"CLOS SAINT PAUL",0.3069,1,NA,1,1.15,49.164237,4.048227
"489",8,"GRANDS CARIZETS",0.1778,1,NA,1,1.15,49.156744,4.062434
"490",8,"BLANCHES VOYES",0.1925,1,NA,1,1.15,49.164237,4.048227
"491",8,"VAUREAGES",0.0575,1,NA,1,1.15,49.164237,4.048227
"492",8,"DERRIERE LES MAISONS",0.2368,1,NA,1,1.15,49.156744,4.062434
"493",8,"BAS CLOS",0.125,1,NA,1,1.15,49.164237,4.048227
"494",8,"PETITS CARIZETS",0.0849,1,NA,1,1.15,49.156744,4.062434
"495",8,"DRILL FOUR",0.6254,1,NA,1,1.15,49.156744,4.062434
"496",8,"VIEUX BEAUNES",0.4537,1,NA,1,1.15,49.153973,4.079386
"497",8,"CRIERES",0.4966,1,NA,1,1.15,49.156744,4.062434
"498",8,"GRANDES PRUCHES",0.2182,2,NA,1,1.15,49.156744,4.062434
"499",9,"SOBINETTES",0.2021,2,NA,1,1.15,49.156744,4.062434
"500",9,"PETITES PRUCHES",0.0629,2,NA,1,1.15,49.156744,4.062434
"501",9,"BAS MOUTIONS",0.431,2,NA,1,1.15,49.164237,4.048227
"502",9,"CLOS DERARD",0.53,2,NA,1,1.15,49.164237,4.048227
"503",9,"RUELLES",0.0602,2,NA,1,1.15,49.156744,4.062434
"504",9,"VOIES DE CHIGNY",0.3272,3,NA,1,1.15,49.156744,4.062434
"505",9,"CHAMPS LUDEES",0.154,3,NA,1,1.15,49.156744,4.062434
"506",9,"CROTELETS",0.1098,3,NA,1,1.15,49.156744,4.062434
"507",9,"COUTURES",0.0813,3,NA,1,1.15,49.156744,4.062434
"508",10,"CORNE CERFS",0.115,1,NA,1,1.15,49.156744,4.062434
"509",10,"CRIERES",0.12,1,NA,1,1.15,49.156744,4.062434
"510",10,"MOUTHIONS",0.26,3,NA,1,1.15,49.156744,4.062434
"511",10,"NOUES",0.22,3,NA,1,1.15,49.156744,4.062434
"512",10,"CORNE CERFS",0.115,1,NA,1,1.15,49.156744,4.062434
"513",10,"NOUES",0.24,3,NA,1,1.15,49.156744,4.062434
"514",10,"CRIERES",0.12,1,NA,1,1.15,49.156744,4.062434
"515",10,"BEAUNES",0.21,1,NA,1,1.15,49.153973,4.079386
"516",10,"BEAUNES",0.21,1,NA,1,1.15,49.153973,4.079386
"517",10,"TROIS PUITS",0.12,2,NA,1,1.15,49.205885,4.039252
"518",10,"CORRIGNIERS  AK  0036",0.37,3,NA,1,1.15,49.153973,4.079386
"519",10,"TROIS PUITS",0.12,2,NA,1,1.15,49.205885,4.039252
"520",10,"TROIS PUITS",0.11,3,NA,1,1.15,49.205885,4.039252
"521",11,"TROIS PUITS",0.11,3,NA,1,1.15,49.205885,4.039252
"522",11,"CORRIGNIERS  AK  0036",0.37,3,NA,1,1.15,49.153973,4.079386
"523",11,"MOUTHIONS",0.26,3,NA,1,1.15,49.156744,4.062434
"524",11,"NOUES",0.22,3,NA,1,1.15,49.156744,4.062434
"525",11,"NOUES",0.24,3,NA,1,1.15,49.156744,4.062434
"526",11,"Verbonnette jeune",0.72,1,NA,1,1.15,49.153973,4.079386
"527",11,"Verbonnette vieille",1,1,NA,1,1.15,49.153973,4.079386
"528",12,"Grands Corigniers",0.6188,1,NA,1,1.15,49.153973,4.079386
"529",12,"Pissottes",0.0922,3,NA,1,1.15,49.156744,4.062434
"530",12,"Moyens Corigniers",0.3481,3,NA,1,1.15,49.153973,4.079386
"531",12,"Petits Corigniers",0.2082,1,NA,1,1.15,49.153973,4.079386
"532",12,"Bas Belais",0.1817,1,NA,1,1.15,49.153973,4.079386
"533",12,"Coutures",0.6014,1,NA,1,1.15,49.153973,4.079386
"534",12,"Grands Moulins",0.8097,2,NA,1,1.15,49.153973,4.079386
"535",12,"Trésorières  X  0175 (2014)",0.5,1,NA,1,1.15,49.156744,4.062434
"536",12,"Beaunes 50 ares  AH 0072",0.4935,1,NA,1,1.15,49.153973,4.079386
"537",12,"Corrigniers  AK  0036",0.52,1,NA,1,1.15,49.156744,4.062434
"538",12,"Beaunes Carré AH 0122 + 0123",0.7932,1,NA,1,1.15,49.153973,4.079386
"539",12,"Beaunes du Bout 1999  AH  0085",0.7499,1,NA,1,1.15,49.153973,4.079386
"540",12,"Coutures d'en Haut(vieille) A  1002",0.4116,1,NA,1,1.15,49.156744,4.062434
"541",13,"Beaunes Plateau  AH  OO54",0.3213,1,NA,1,1.15,49.153973,4.079386
"542",13,"Houssets  A  0500",0.6697,1,NA,1,1.15,49.156744,4.062434
"543",13,"Coutures d'en Haut(pinots) A 0545 (02)",0.386,1,NA,1,1.15,49.156744,4.062434
"544",13,"Dessus la Ville  B  1367",0.7,1,NA,1,1.15,49.156744,4.062434
"545",13,"Coutures d'en Bas  A  0545",0.2854,1,NA,1,1.15,49.156744,4.062434
"546",13,"Verbonnettes  AC  0324",0.45,1,NA,1,1.15,49.156744,4.062434
"547",13,"Beaunes du Bout 1993  AH  0086",0.7499,1,NA,1,1.15,49.153973,4.079386
"548",13,"Coutures d'en Haut(jeune) A   1005",0.6861,1,NA,1,1.15,49.156744,4.062434
"549",13,"Beaunes 15 routes  AH 0034",0.1222,1,NA,1,1.15,49.153973,4.079386
"550",14,"Trésorières  X0176+0178+0179   (2011)",0.5,1,NA,1,1.15,49.156744,4.062434
"551",14,"Clos Yons   (pinots)  C  0798",0.3109,3,NA,1,1.15,49.156744,4.062434
"552",14,"Pissottes  B  0646",0.15,1,NA,1,1.15,49.156744,4.062434
"553",14,"Driffours  B  0646",0.1745,1,NA,1,1.15,49.156744,4.062434
"554",14,"Pruches d'en Bas (chard.) B  0857",0.2873,2,NA,1,1.15,49.156744,4.062434
"555",14,"Trésorières  X0176+0178+0179   (2007)",1.2666,1,NA,1,1.15,49.156744,4.062434
